simId,facilityCost,dataCost,knowledgeCost,measuringCost,nNcProsumers,totalut,endures,startroles,endroles,facilityTransfers,facilityInvoices,equity
254,1,0.24,0.6,0.1,0,-219.30600000000018,1,23,13,188.52000000000007,42.6,1.3006313480952063
255,1,0.24,0.7,0.0,0,1250.1200000000235,1,23,23,2133.2000000000758,381.0,-1.305477536860308
256,1,0.24,0.7,0.1,0,-226.30000000000035,1,23,13,132.92000000000047,29.3,1.2642344456505825
257,1,0.24,0.8,0.0,0,1206.959999999979,1,23,23,2262.1999999999884,375.0,-1.8920714185876553
258,1,0.24,0.8,0.1,0,-225.4400000000003,1,23,13,130.20000000000027,28.0,1.2600739443436646
259,1,0.24,1.0,0.0,0,29.880000000000063,1,23,13,566.7999999999978,112.79999999999994,-0.8997676421177623
260,1,0.24,1.0,0.1,0,-226.68000000000035,1,23,13,158.24000000000035,32.8,1.2621292814713125
261,1,0.26,0.0,0.0,0,-23.49200000000002,1,23,13,56.76264462809991,43.7,2.744911728830239
262,1,0.26,0.0,0.1,0,-222.04600000000033,1,23,13,55.45355371900883,43.1,1.2058578252419068
263,1,0.26,0.1,0.0,0,276.0759999999996,1,23,23,645.8800000000222,268.39999999999964,0.3876415330490254
264,1,0.26,0.1,0.1,0,-167.224,1,23,13,188.8799999999972,77.80000000000001,1.401712582865684
265,1,0.26,0.2,0.0,0,878.1419999999998,1,23,23,1109.1200000000522,341.9,0.5507271504867297
266,1,0.26,0.2,0.1,0,667.8479999999993,1,23,23,1109.1200000000526,341.9,0.5467929927167006
267,1,0.26,0.3,0.0,0,1282.040000000003,1,23,23,1504.7999999999504,397.0,0.7641114782928166
268,1,0.26,0.3,0.1,0,1071.3600000000004,1,23,23,1504.7999999999504,397.0,0.7965569949004058
269,1,0.26,0.4,0.0,0,1274.5000000000055,1,23,23,1703.8000000000707,397.0,0.5505448869297814
270,1,0.26,0.4,0.1,0,1066.2600000000057,1,23,23,1672.3000000000648,390.7,0.48694713495675546
271,1,0.26,0.5,0.0,0,1281.7400000000002,1,23,23,1883.600000000026,393.8,-0.0703645955248382
272,1,0.26,0.5,0.1,0,899.4400000000012,1,23,22,1720.6000000000713,366.59999999999945,-0.050889624526707644
273,1,0.26,0.6,0.0,0,1267.6800000000198,1,23,23,2034.5999999999603,387.4,-0.6314992605015732
274,1,0.26,0.6,0.1,0,-223.80000000000032,1,23,13,162.68000000000015,35.0,1.2584762660836115
275,1,0.26,0.7,0.0,0,1253.2200000000155,1,23,23,2188.0000000000423,382.9,-1.2071695531615685
276,1,0.26,0.7,0.1,0,-223.82000000000042,1,23,13,166.96,34.8,1.2603744177879512
277,1,0.26,0.8,0.0,0,692.2600000000066,1,23,19,1758.7999999999972,314.39999999999964,-0.9861010890743174
278,1,0.26,0.8,0.1,0,-224.28000000000043,1,23,13,168.7200000000003,34.2,1.260574858792252
279,1,0.26,1.0,0.0,0,-5.26000000000007,1,23,13,424.56000000000074,81.2,9.035289998493038
280,1,0.26,1.0,0.1,0,-223.9200000000004,1,23,13,133.46000000000018,26.1,1.2600947002668563
281,1,0.28,0.0,0.0,0,-24.01400000000002,1,23,13,57.46115702479402,43.6,2.693636282700801
282,1,0.28,0.0,0.1,0,-222.72800000000035,1,23,13,55.71570247933953,42.800000000000004,1.2065019260226186
283,1,0.28,0.1,0.0,0,242.7499999999996,1,23,23,640.8400000000248,263.69999999999965,0.4868808632202276
284,1,0.28,0.1,0.1,0,-173.04599999999994,1,23,13,181.45999999999754,73.90000000000002,1.3468612186842908
285,1,0.28,0.2,0.0,0,803.3679999999995,1,23,23,1100.3400000000488,331.9999999999999,0.5679431348366738
286,1,0.28,0.2,0.1,0,594.4760000000007,1,23,23,1100.3400000000493,331.9999999999999,0.5468430202116363
287,1,0.28,0.3,0.0,0,1265.7799999999977,1,23,23,1544.39999999995,397.0,0.6302180951008293
288,1,0.28,0.3,0.1,0,1095.24,1,23,23,1544.39999999995,397.0,0.6352558189377611
289,1,0.28,0.4,0.0,0,1292.2400000000055,1,23,23,1743.400000000075,397.0,0.695949578239655
290,1,0.28,0.4,0.1,0,1068.7000000000037,1,23,23,1722.9000000000715,392.9,0.6150649870041718
291,1,0.28,0.5,0.0,0,1280.5200000000007,1,23,23,1921.4000000000285,393.5,0.06814674667105936
292,1,0.28,0.5,0.1,0,1068.8200000000002,1,23,23,1874.600000000025,385.7,-0.03682257573794101
293,1,0.28,0.6,0.0,0,1265.080000000021,1,23,23,2081.1999999999534,388.4,-0.519757496341279
294,1,0.28,0.6,0.1,0,-217.77000000000024,1,23,13,203.06000000000006,41.9,1.3036759692480824
295,1,0.28,0.7,0.0,0,1244.6400000000174,1,23,23,2232.4000000000347,383.5,-1.100983681827548
296,1,0.28,0.7,0.1,0,-222.81800000000035,1,23,13,167.38,33.4,1.297046592638902
297,1,0.28,0.8,0.0,0,954.1400000000026,1,23,21,2086.200000000007,346.6000000000008,-1.3471034757591336
298,1,0.28,0.8,0.1,0,-224.22000000000028,1,23,13,166.50000000000003,32.5,1.255276703962747
299,1,0.28,1.0,0.0,0,-14.339999999999865,1,23,13,390.60000000000076,72.0,3.5258896141030176
300,1,0.28,1.0,0.1,0,-224.36400000000035,1,23,13,182.80000000000013,33.5,1.2573475860194188
301,1,0.3,0.0,0.0,0,-24.590000000000007,1,23,13,58.04132231404984,43.5,2.6390470665609405
302,1,0.3,0.0,0.1,0,-223.20000000000033,1,23,13,55.85950413223194,42.5,1.206981163966219
303,1,0.3,0.1,0.0,0,213.9239999999996,1,23,23,637.800000000028,259.29999999999984,0.1282767988128346
304,1,0.3,0.1,0.1,0,-195.29600000000025,1,23,13,140.5999999999992,56.50000000000001,1.397154931742555
305,1,0.3,0.2,0.0,0,724.0039999999976,1,23,23,1093.0000000000427,323.3999999999999,0.5253526264763374
306,1,0.3,0.2,0.1,0,537.2559999999986,1,23,23,1093.0000000000423,323.3999999999999,0.46983215186158966
307,1,0.3,0.3,0.0,0,1199.914000000001,1,23,23,1547.1999999999832,387.80000000000024,0.5901244573293707
308,1,0.3,0.3,0.1,0,1027.322000000001,1,23,23,1547.1999999999832,387.80000000000024,0.5883599541798837
309,1,0.3,0.4,0.0,0,1267.2799999999947,1,23,23,1783.0000000000864,397.0,0.8182563656948819
310,1,0.3,0.4,0.1,0,1065.9799999999989,1,23,23,1768.0000000000828,394.0,0.7570514131600706
311,1,0.3,0.5,0.0,0,1269.7799999999952,1,23,23,1969.4000000000374,394.9,0.16900473773443392
312,1,0.3,0.5,0.1,0,1079.2999999999972,1,23,23,1928.0000000000346,388.0,0.09090317308431817
313,1,0.3,0.6,0.0,0,1272.360000000017,1,23,23,2128.499999999948,389.5,-0.3956052537265271
314,1,0.3,0.6,0.1,0,1045.2600000000114,1,23,23,2057.799999999967,379.4,-0.532532236561748
315,1,0.3,0.7,0.0,0,1252.6200000000101,1,23,23,2284.0000000000205,385.0,-0.9837147653888552
316,1,0.3,0.7,0.1,0,-220.8800000000004,1,23,13,203.4999999999999,38.7,1.249085179628136
317,1,0.3,0.8,0.0,0,1227.9399999999835,1,23,23,2416.9999999999836,379.0,-1.527751318258161
318,1,0.3,0.8,0.1,0,-223.80000000000038,1,23,13,167.00000000000023,31.0,1.2478189707520086
319,1,0.3,1.0,0.0,0,-13.600000000000048,1,23,13,392.6999999999991,69.30000000000001,3.4161881397928715
320,1,0.3,1.0,0.1,0,-223.7600000000004,1,23,13,179.30000000000032,31.9,1.2525159318414547
321,1,0.32,0.0,0.0,0,-25.352000000000018,1,23,13,58.324718256949886,43.4,2.56796563489747
322,1,0.32,0.0,0.1,0,-223.4880000000004,1,23,13,54.61562734785911,41.699999999999996,1.207386779336245
323,1,0.32,0.1,0.0,0,122.56200000000003,1,23,20,557.7000000000145,225.20000000000016,0.0060887057928800115
324,1,0.32,0.1,0.1,0,-198.70800000000017,1,23,13,135.67999999999853,53.2,1.279640587187811
325,1,0.32,0.2,0.0,0,671.8639999999981,1,23,23,1086.5000000000396,316.3000000000002,0.5766200889755753
326,1,0.32,0.2,0.1,0,484.754,1,23,23,1086.5000000000396,316.3000000000002,0.5563619644513584
327,1,0.32,0.3,0.0,0,1120.5539999999962,1,23,23,1537.0599999999586,376.2000000000001,0.5823173191489457
328,1,0.32,0.3,0.1,0,935.8099999999987,1,23,23,1537.0599999999586,376.2000000000001,0.5797016356646789
329,1,0.32,0.4,0.0,0,1283.6879999999946,1,23,23,1822.600000000097,397.0,0.9589068268201416
330,1,0.32,0.4,0.1,0,1090.1199999999956,1,23,23,1822.600000000097,397.0,0.8817955678295517
331,1,0.32,0.5,0.0,0,1285.059999999997,1,23,23,2021.6000000000458,397.0,0.28267053440421586
332,1,0.32,0.5,0.1,0,1060.9199999999983,1,23,23,1971.8000000000427,388.7,0.21657038386399063
333,1,0.32,0.6,0.0,0,1266.9000000000162,1,23,23,2178.5999999999444,391.0,-0.2978181547359322
334,1,0.32,0.6,0.1,0,1053.1960000000138,1,23,23,2118.119999999957,382.2,-0.43876790506211893
335,1,0.32,0.7,0.0,0,1254.9600000000073,1,23,23,2323.6000000000085,385.0,-0.8416995922092725
336,1,0.32,0.7,0.1,0,-217.4720000000003,1,23,13,218.53999999999985,40.3,1.3001796012890199
337,1,0.32,0.8,0.0,0,1104.8399999999936,1,23,22,2328.1000000000718,364.69999999999953,-1.2394387699494067
338,1,0.32,0.8,0.1,0,-221.2760000000003,1,23,13,205.96,36.3,1.2505474393315592
339,1,0.32,1.0,0.0,0,-11.620000000000024,1,23,13,411.7999999999989,70.0,4.495922623138165
340,1,0.32,1.0,0.1,0,-222.40000000000032,1,23,13,179.9799999999998,30.6,1.2912751602884605
341,1,0.34,0.0,0.0,0,-26.00600000000001,1,23,13,58.52051089406464,43.3,2.5111802284344202
342,1,0.34,0.0,0.1,0,-223.73200000000043,1,23,13,53.938692712246535,41.199999999999996,1.2076037152714862
343,1,0.34,0.1,0.0,0,168.7159999999999,1,23,23,631.2800000000233,252.40000000000015,0.286591848335629
344,1,0.34,0.1,0.1,0,-195.92800000000017,1,23,13,149.63999999999928,59.1,1.342120067443552
345,1,0.34,0.2,0.0,0,626.0439999999999,1,23,23,1078.1600000000299,308.6,0.5509407742171814
346,1,0.34,0.2,0.1,0,253.66000000000113,1,23,22,990.0200000000231,283.7000000000002,0.20145056310324738
347,1,0.34,0.3,0.0,0,1047.0020000000031,1,23,23,1526.519999999948,366.00000000000045,0.5796765478071685
348,1,0.34,0.3,0.1,0,857.4700000000053,1,23,23,1526.519999999948,366.00000000000045,0.5770754547267511
349,1,0.34,0.4,0.0,0,1265.939999999996,1,23,23,1862.2000000001028,397.0,0.9088295378581569
350,1,0.34,0.4,0.1,0,1086.2399999999996,1,23,23,1862.2000000001028,397.0,0.957929688356584
351,1,0.34,0.5,0.0,0,1282.3800000000015,1,23,23,2061.2000000000467,397.0,0.4149095970584491
352,1,0.34,0.5,0.1,0,1058.9400000000005,1,23,23,2017.4000000000458,389.7,0.3567596675505015
353,1,0.34,0.6,0.0,0,1284.0400000000213,1,23,23,2226.5999999999367,392.2,-0.16504598379745916
354,1,0.34,0.6,0.1,0,1071.9800000000143,1,23,23,2176.1999999999475,385.0,-0.29853712155882817
355,1,0.34,0.7,0.0,0,1263.6560000000081,1,23,23,2375.9999999999995,386.6,-0.7282227421657343
356,1,0.34,0.7,0.1,0,755.683999999993,1,23,21,2061.040000000113,347.00000000000114,-0.5644884440995825
357,1,0.34,0.8,0.0,0,1230.639999999992,1,23,23,2521.3999999999915,381.8,-1.3199786006394163
358,1,0.34,0.8,0.1,0,-220.40000000000032,1,23,13,205.06000000000037,34.9,1.2425093714344952
359,1,0.34,1.0,0.0,0,43.90000000000008,1,23,13,640.9800000000007,104.29999999999993,-0.8205651006423433
360,1,0.34,1.0,0.1,0,-221.12400000000034,1,23,13,182.5600000000003,29.8,1.305846567868873
361,1,0.36,0.0,0.0,0,-26.476000000000024,1,23,13,58.6287002253944,43.2,2.4717498494092154
362,1,0.36,0.0,0.1,0,-224.30800000000042,1,23,13,53.39233658903092,40.800000000000004,1.2080622798872775
363,1,0.36,0.1,0.0,0,24.57599999999995,1,23,13,264.4199999999985,104.60000000000002,-1.067370344612225
364,1,0.36,0.1,0.1,0,-202.5440000000002,1,23,13,132.51999999999836,51.699999999999996,1.3267241033268184
365,1,0.36,0.2,0.0,0,534.3039999999995,1,23,23,1073.460000000034,302.7000000000005,0.5384784497993883
366,1,0.36,0.2,0.1,0,350.7040000000008,1,23,23,1073.4600000000346,302.7000000000005,0.5073519362986525
367,1,0.36,0.3,0.0,0,991.5260000000036,1,23,23,1517.7599999999547,356.9000000000001,0.574372959468686
368,1,0.36,0.3,0.1,0,776.1000000000028,1,23,23,1517.7599999999547,356.9000000000001,0.5603115463133492
369,1,0.36,0.4,0.0,0,1290.7399999999932,1,23,23,1901.8000000000945,397.0,0.76945112447925
370,1,0.36,0.4,0.1,0,1084.1199999999915,1,23,23,1901.8000000000945,397.0,0.801558155102793
371,1,0.36,0.5,0.0,0,1293.2600000000002,1,23,23,2100.800000000024,397.0,0.5568217121376451
372,1,0.36,0.5,0.1,0,1089.4399999999978,1,23,23,2079.800000000027,393.5,0.46906278610341234
373,1,0.36,0.6,0.0,0,1259.1000000000088,1,23,23,2278.7999999999097,394.0,-0.09596697713840197
374,1,0.36,0.6,0.1,0,1068.9600000000064,1,23,23,2223.4999999999213,386.1,-0.16871355765777674
375,1,0.36,0.7,0.0,0,1257.2599999999964,1,23,23,2435.5999999999676,389.1,-0.662188543456327
376,1,0.36,0.7,0.1,0,885.4119999999878,1,23,22,2234.080000000099,363.7999999999995,-0.6584867637784142
377,1,0.36,0.8,0.0,0,1268.859999999987,1,23,23,2594.299999999974,385.5,-1.2038897932159753
378,1,0.36,0.8,0.1,0,-218.81200000000027,1,23,13,211.82000000000025,34.8,1.2890675354497216
379,1,0.36,1.0,0.0,0,1240.580000000001,1,23,23,2864.799999999924,376.0,-2.251898614481547
380,1,0.36,1.0,0.1,0,-220.00000000000043,1,23,13,229.79999999999993,35.199999999999996,1.2434423927392355
381,1,0.38,0.0,0.0,0,-26.628000000000007,1,23,13,59.5932081141995,43.2,2.4598600663705605
382,1,0.38,0.0,0.1,0,-224.36000000000044,1,23,13,54.35684447783602,40.800000000000004,1.2080681180606838
383,1,0.38,0.1,0.0,0,29.833999999999964,1,23,13,305.9400000000013,120.30000000000001,-0.8057133048329519
384,1,0.38,0.1,0.1,0,-204.81200000000024,1,23,13,131.27999999999892,50.8,1.3226248280413326
385,1,0.38,0.2,0.0,0,472.8499999999996,1,23,23,1068.3600000000272,297.3000000000002,0.5405930927436557
386,1,0.38,0.2,0.1,0,12.804000000000553,1,23,13,730.8800000000131,203.2999999999999,-10.693950190241798
387,1,0.38,0.3,0.0,0,913.2500000000025,1,23,23,1513.439999999954,349.2000000000003,0.5417065952357489
388,1,0.38,0.3,0.1,0,555.6300000000028,1,23,22,1391.3999999999633,321.1999999999996,0.2987457883034005
389,1,0.38,0.4,0.0,0,1291.7999999999936,1,23,23,1941.400000000099,397.0,0.6356826264931452
390,1,0.38,0.4,0.1,0,1081.0119999999924,1,23,23,1941.4000000000988,397.0,0.6428008284328585
391,1,0.38,0.5,0.0,0,1289.6999999999973,1,23,23,2140.4000000000215,397.0,0.6883664533774811
392,1,0.38,0.5,0.1,0,1067.9999999999966,1,23,23,2120.000000000024,393.6,0.6098376977854254
393,1,0.38,0.6,0.0,0,1288.4000000000106,1,23,23,2323.2999999999074,394.7,0.05779791274893309
394,1,0.38,0.6,0.1,0,1066.3200000000045,1,23,23,2273.5999999999162,387.6,-0.04740037763334137
395,1,0.38,0.7,0.0,0,1248.4199999999898,1,23,23,2469.5999999999663,388.4,-0.5213113287146995
396,1,0.38,0.7,0.1,0,1027.479999999986,1,23,23,2406.5599999999827,380.2,-0.7267385913800761
397,1,0.38,0.8,0.0,0,1251.8599999999954,1,23,23,2633.8999999999874,385.5,-1.1011683686551348
398,1,0.38,0.8,0.1,0,743.7120000000089,1,23,21,2252.100000000003,342.1000000000011,-0.8904755467089385
399,1,0.38,1.0,0.0,0,960.3800000000014,1,23,21,2576.999999999985,346.20000000000095,-1.7718399334355848
400,1,0.38,1.0,0.1,0,-218.57000000000045,1,23,13,233.02000000000007,34.89999999999999,1.2744074709166124
401,1,0.4,0.0,0.0,0,-27.090000000000003,1,23,13,59.570247933884,43.1,2.4225099056005996
402,1,0.4,0.0,0.1,0,-224.70200000000037,1,23,13,53.67933884297498,40.4,1.2082588056401038
403,1,0.4,0.1,0.0,0,3.6759999999999247,1,23,13,210.09999999999707,81.70000000000005,-6.4094183729207295
404,1,0.4,0.1,0.1,0,-206.88600000000025,1,23,13,126.49999999999926,48.39999999999999,1.3313534725443623
405,1,0.4,0.2,0.0,0,442.6999999999981,1,23,23,1064.0000000000314,292.6000000000003,0.5255811170197385
406,1,0.4,0.2,0.1,0,238.600000000001,1,23,23,1064.0000000000293,292.6000000000003,0.4277744338081857
407,1,0.4,0.3,0.0,0,864.7220000000042,1,23,23,1504.8999999999492,341.70000000000005,0.5654938535120211
408,1,0.4,0.3,0.1,0,667.5660000000021,1,23,23,1504.8999999999492,341.70000000000005,0.5450602312612998
409,1,0.4,0.4,0.0,0,1228.4740000000031,1,23,23,1947.50000000012,390.3000000000002,0.5921553027206594
410,1,0.4,0.4,0.1,0,1033.7479999999991,1,23,23,1947.50000000012,390.3000000000002,0.5909770146995276
411,1,0.4,0.5,0.0,0,1294.2800000000034,1,23,23,2180.0000000000177,397.0,0.8243818482015118
412,1,0.4,0.5,0.1,0,1060.4799999999989,1,23,23,2163.800000000021,394.3,0.7527658598223452
413,1,0.4,0.6,0.0,0,1267.8600000000067,1,23,23,2362.1999999998993,394.6,0.17433253235127433
414,1,0.4,0.6,0.1,0,1087.5000000000032,1,23,23,2334.199999999909,390.6,0.06763835782427374
415,1,0.4,0.7,0.0,0,1259.6399999999846,1,23,23,2528.3999999999496,390.8,-0.4252112478896459
416,1,0.4,0.7,0.1,0,1072.3999999999849,1,23,23,2486.7999999999615,385.6,-0.5948413747201997
417,1,0.4,0.8,0.0,0,1250.999999999995,1,23,23,2677.099999999983,385.9,-0.975994573985214
418,1,0.4,0.8,0.1,0,615.0960000000039,1,23,20,2173.1000000000367,329.299999999999,-0.2837236244407886
419,1,0.4,1.0,0.0,0,46.599999999999966,1,23,13,678.5,99.5,-0.34058688798991077
420,1,0.4,1.0,0.1,0,-219.27200000000036,1,23,13,233.0000000000001,33.8,1.2344961353809116
421,1,0.42,0.0,0.0,0,-27.72000000000002,1,23,13,59.45935386927093,43.0,2.3733840553352543
422,1,0.42,0.0,0.1,0,-225.00000000000037,1,23,13,52.91389932381654,40.0,1.2083165655153751
423,1,0.42,0.1,0.0,0,-3.750000000000038,1,23,13,174.27999999999747,67.20000000000002,67.59491774767432
424,1,0.42,0.1,0.1,0,-208.50600000000037,1,23,13,130.03999999999888,49.49999999999999,1.353184193614752
425,1,0.42,0.2,0.0,0,324.16400000000135,1,23,22,971.4000000000271,265.0999999999998,0.2337721575640911
426,1,0.42,0.2,0.1,0,-157.33199999999994,1,23,13,295.9272727272682,79.9,1.5425992183491246
427,1,0.42,0.3,0.0,0,820.4400000000053,1,23,23,1499.5999999999494,335.09999999999997,0.5301172577294284
428,1,0.42,0.3,0.1,0,453.1700000000021,1,23,22,1368.4399999999541,305.6999999999999,0.2857503209554919
429,1,0.42,0.4,0.0,0,1153.4959999999987,1,23,23,1938.8400000001354,381.2000000000003,0.5859549730630771
430,1,0.42,0.4,0.1,0,953.5940000000014,1,23,23,1938.8400000001354,381.2000000000003,0.5841631852717187
431,1,0.42,0.5,0.0,0,1274.1199999999974,1,23,23,2219.600000000014,397.0,0.9499641369741366
432,1,0.42,0.5,0.1,0,1074.8999999999985,1,23,23,2219.600000000014,397.0,0.8672435544501487
433,1,0.42,0.6,0.0,0,1269.9800000000046,1,23,23,2409.4999999998918,395.7,0.28984117223209227
434,1,0.42,0.6,0.1,0,1088.2200000000014,1,23,23,2376.5999999999003,391.0,0.2174945935817476
435,1,0.42,0.7,0.0,0,1283.2399999999882,1,23,23,2573.599999999937,391.5,-0.2737605930931519
436,1,0.42,0.7,0.1,0,1058.3799999999894,1,23,23,2526.399999999948,385.6,-0.45818038277428763
437,1,0.42,0.8,0.0,0,1262.860000000001,1,23,23,2735.5999999999804,388.0,-0.8749742447366289
438,1,0.42,0.8,0.1,0,-148.65199999999945,1,23,13,551.2600000000022,84.30000000000001,1.2003472872638776
439,1,0.42,1.0,0.0,0,862.5000000000053,1,23,20,2537.6000000000763,335.3999999999992,-1.1800025814210167
440,1,0.42,1.0,0.1,0,-218.86000000000035,1,23,13,225.43999999999974,31.7,1.2307661922990396
441,1,0.44,0.0,0.0,0,-27.699999999999996,1,23,13,60.32393962161013,43.0,2.3750202970307894
442,1,0.44,0.0,0.1,0,-224.88000000000036,1,23,13,53.77848507615574,40.0,1.2082104844896724
443,1,0.44,0.1,0.0,0,0.26999999999991403,1,23,13,204.59999999999778,78.50000000000001,-12.319335180192532
444,1,0.44,0.1,0.1,0,-210.86000000000038,1,23,13,118.29999999999919,44.7,1.3698677858221115
445,1,0.44,0.2,0.0,0,297.10400000000055,1,23,22,973.8800000000313,262.09999999999974,0.13287720704687045
446,1,0.44,0.2,0.1,0,-155.36800000000005,1,23,13,318.4727272727231,85.30000000000001,1.71784947106125
447,1,0.44,0.3,0.0,0,772.6000000000018,1,23,23,1496.5599999999304,329.00000000000017,0.4985652532626449
448,1,0.44,0.3,0.1,0,402.2540000000007,1,23,22,1355.4999999999586,298.8999999999998,0.19588312602032643
449,1,0.44,0.4,0.0,0,1115.415999999996,1,23,23,1932.760000000127,373.29999999999995,0.5739384701297416
450,1,0.44,0.4,0.1,0,916.9199999999984,1,23,23,1932.760000000127,373.29999999999995,0.5549087005581248
451,1,0.44,0.5,0.0,0,1289.0799999999967,1,23,23,2259.2000000000135,397.0,0.9094366230659926
452,1,0.44,0.5,0.1,0,1098.719999999994,1,23,23,2259.2000000000135,397.0,0.9636049572338063
453,1,0.44,0.6,0.0,0,1269.2999999999936,1,23,23,2458.199999999891,397.0,0.3985323713508331
454,1,0.44,0.6,0.1,0,1070.5199999999893,1,23,23,2416.199999999902,391.0,0.3590667456157052
455,1,0.44,0.7,0.0,0,1262.0999999999817,1,23,23,2620.3999999999364,392.4,-0.18655013501021012
456,1,0.44,0.7,0.1,0,1068.2399999999866,1,23,23,2575.5999999999462,386.8,-0.31377249842687016
457,1,0.44,0.8,0.0,0,1253.1400000000042,1,23,23,2776.9999999999955,388.2,-0.760324470966077
458,1,0.44,0.8,0.1,0,1032.098000000008,1,23,23,2715.079999999994,381.2,-1.0003585146510616
459,1,0.44,1.0,0.0,0,1228.6600000000074,1,23,23,3078.1999999999234,381.0,-1.9026136552429187
460,1,0.44,1.0,0.1,0,-217.24000000000026,1,23,13,245.74000000000035,33.7,1.278241137196643
461,1,0.46,0.0,0.0,0,-27.900000000000016,1,23,13,61.1672153541421,43.0,2.360480399429271
462,1,0.46,0.0,0.1,0,-225.00000000000045,1,23,13,54.62176080868745,40.0,1.2083137894418696
463,1,0.46,0.1,0.0,0,-5.120000000000058,1,23,13,178.2799999999977,68.0,18.419806538785277
464,1,0.46,0.1,0.1,0,-211.8420000000003,1,23,13,117.69999999999914,43.599999999999994,1.3116483390586096
465,1,0.46,0.2,0.0,0,281.95400000000143,1,23,22,971.0800000000265,258.5999999999999,0.3364910245103504
466,1,0.46,0.2,0.1,0,-166.73399999999987,1,23,13,291.79090909090604,76.89999999999999,1.4217389231116964
467,1,0.46,0.3,0.0,0,737.8800000000016,1,23,23,1488.1199999999199,323.5000000000001,0.548656780461694
468,1,0.46,0.3,0.1,0,378.02800000000104,1,23,22,1359.1599999999535,295.7000000000004,0.352763243165626
469,1,0.46,0.4,0.0,0,1051.4179999999947,1,23,23,1926.200000000108,365.90000000000026,0.5718905688638964
470,1,0.46,0.4,0.1,0,852.0019999999985,1,23,23,1926.200000000108,365.90000000000026,0.5647036693276115
471,1,0.46,0.5,0.0,0,1295.4999999999964,1,23,23,2298.79999999999,397.0,0.7750376023288744
472,1,0.46,0.5,0.1,0,1091.299999999993,1,23,23,2298.79999999999,397.0,0.8079920043986492
473,1,0.46,0.6,0.0,0,1268.9399999999873,1,23,23,2497.7999999998688,397.0,0.5344526787442865
474,1,0.46,0.6,0.1,0,1069.1599999999912,1,23,23,2466.2999999998733,392.5,0.4826430332380849
475,1,0.46,0.7,0.0,0,1261.5799999999786,1,23,23,2672.7999999999042,394.0,-0.08895423318255657
476,1,0.46,0.7,0.1,0,1048.3199999999863,1,23,23,2619.199999999918,387.3,-0.1961323178575789
477,1,0.46,0.8,0.0,0,1267.680000000007,1,23,23,2825.5999999999744,389.2,-0.6269010245144084
478,1,0.46,0.8,0.1,0,1056.0200000000118,1,23,23,2774.419999999977,383.4,-0.8556758436662628
479,1,0.46,1.0,0.0,0,47.99999999999996,1,23,13,710.0599999999994,96.1,-0.3214065151335257
480,1,0.46,1.0,0.1,0,-216.40800000000044,1,23,13,246.81999999999988,32.8,1.2652803249387319
481,1,0.48,0.0,0.0,0,-27.839999999999996,1,23,13,62.01073697151805,43.0,2.364847883613746
482,1,0.48,0.0,0.1,0,-225.0600000000004,1,23,13,55.46528242606357,40.0,1.208367458852881
483,1,0.48,0.1,0.0,0,-10.176000000000073,1,23,13,168.93999999999838,64.0,7.428387393759504
484,1,0.48,0.1,0.1,0,-213.31600000000034,1,23,13,112.85999999999926,42.00000000000001,1.339183370740444
485,1,0.48,0.2,0.0,0,198.6040000000005,1,23,18,863.8600000000208,228.70000000000002,-0.17321512983886267
486,1,0.48,0.2,0.1,0,-172.30199999999996,1,23,13,281.57672727272427,73.89999999999999,1.502195226783088
487,1,0.48,0.3,0.0,0,692.9420000000016,1,23,23,1484.0799999999338,317.9000000000001,0.5372674560063087
488,1,0.48,0.3,0.1,0,307.77599999999984,1,23,22,1346.2599999999672,289.30000000000024,0.35682633102368044
489,1,0.48,0.4,0.0,0,1013.2640000000001,1,23,23,1918.2400000000723,359.00000000000057,0.5841996263118496
490,1,0.48,0.4,0.1,0,799.5340000000001,1,23,23,1918.2400000000723,359.00000000000057,0.5762252065691702
491,1,0.48,0.5,0.0,0,1270.0599999999959,1,23,23,2338.3999999999924,397.0,0.6426188239578996
492,1,0.48,0.5,0.1,0,1089.139999999997,1,23,23,2338.3999999999924,397.0,0.6499257264409555
493,1,0.48,0.6,0.0,0,1273.4599999999914,1,23,23,2537.399999999872,397.0,0.6729389687710166
494,1,0.48,0.6,0.1,0,1070.1199999999922,1,23,23,2517.799999999876,394.2,0.6032872643545759
495,1,0.48,0.7,0.0,0,1278.4799999999816,1,23,23,2720.3999999999064,395.0,0.041905054428156174
496,1,0.48,0.7,0.1,0,1086.6999999999834,1,23,23,2681.199999999917,390.1,-0.05955809312815963
497,1,0.48,0.8,0.0,0,1279.480000000009,1,23,23,2881.399999999991,391.0,-0.5223206438177619
498,1,0.48,0.8,0.1,0,1042.1920000000125,1,23,23,2802.759999999989,381.8,-0.7208180676107818
499,1,0.48,1.0,0.0,0,1252.3400000000063,1,23,23,3179.399999999912,383.0,-1.634417166913063
500,1,0.48,1.0,0.1,0,-211.03800000000024,1,23,13,315.48000000000025,41.4,1.2806232176379506
501,1,0.5,0.0,0.0,0,-28.316000000000006,1,23,13,61.68976162830363,42.9,2.333349292599024
502,1,0.5,0.0,0.1,0,-225.27200000000042,1,23,13,54.68810873574206,39.6,1.2088892551150483
503,1,0.5,0.1,0.0,0,-10.81800000000003,1,23,13,167.79999999999802,63.30000000000002,9.299089663848278
504,1,0.5,0.1,0.1,0,-214.19000000000037,1,23,13,115.69999999999902,42.699999999999996,1.3146431936486014
