engine,agents,sessions,motions,actions,narrative,holdsAt,memory
cec,7,1,15,167,107727022931,502310,525661312
cec,7,1,15,167,115161749413,532064,152096656
cec,7,1,15,167,114314494103,521955,74473992
cec,7,1,15,167,127280393603,538242,265161552
cec,7,1,15,167,108066820636,533480,488378736
cec,7,1,15,167,105608230046,499555,662593208
cec,7,1,15,167,117785452390,547466,490506688
cec,7,1,15,167,116497969266,595907,233647864
cec,7,1,1,13,710752930,302103,60721184
cec,7,1,16,178,158648743852,524602,50914448
cec,7,1,16,178,157691013509,1243809,498245040
cec,7,1,16,178,143178709540,563724,145152792
cec,7,1,16,178,144892569504,608963,464192024
cec,7,1,16,178,143590321569,542000,577960256
cec,7,1,16,178,149526957964,546521,397594896
cec,7,1,16,178,130043798956,526405,282450584
cec,7,1,16,178,134099152484,610124,365652672
cec,7,1,16,178,132886606512,523307,494353608
cec,7,1,16,178,138503714578,564349,305708360
cec,7,1,16,178,141913191509,553345,117315640
cec,7,1,16,178,153732180928,540743,335712176
cec,7,1,16,178,141392397206,615018,53842648
cec,7,1,16,178,144873153726,506991,243299824
cec,7,1,16,178,136180446352,717956,151911464
cec,7,1,16,178,138342758819,602099,78288880
cec,7,1,16,178,139133733172,561844,446146096
cec,7,1,16,178,140811256092,609390,130515520
cec,7,1,16,178,135503033159,736441,457074128
cec,7,1,16,178,139508776807,750521,204267648
cec,7,1,16,178,140841802417,535440,263611344
cec,7,1,16,178,164506290572,623095,154438408
cec,7,1,16,178,143759189401,587104,61655688
cec,7,1,16,178,144809033550,731463,273543864
cec,7,1,16,178,159001054574,556653,373429816
cec,7,1,16,178,136281226062,570381,213007416
cec,7,1,16,178,136576509899,615229,541553504
cec,7,1,16,178,141842562266,589627,32302336
cec,7,1,16,178,142920087086,724950,207771992
cec,7,1,16,178,143504226859,565415,250681672
cec,7,1,16,178,140848759958,657685,163162520
cec,7,1,16,178,145889445424,562624,226626608
cec,7,1,16,178,141456741198,733938,365008704
cec,7,1,16,178,136694592493,551853,327561432
cec,7,1,16,178,152170335360,920232,591345728
cec,7,1,16,178,135639775262,559580,523948944
cec,7,1,16,178,139098951351,586472,678880600
cec,7,1,16,178,139444383118,587637,388183632
cec,7,1,16,178,140596162802,588727,378165760
cec,7,1,16,178,138455202393,585715,275383456
cec,7,1,16,178,135439232540,666391,245497608
cec,7,1,16,178,133608284036,572203,307128584
cec,7,1,16,178,140837123730,592154,285727408
cec,7,1,16,178,160794275487,537850,137363248
cec,7,1,16,178,144359182401,621135,387367224
cec,7,1,16,178,136518888962,520688,71580096
cec,7,1,16,178,134260967624,589476,560122360
cec,7,1,16,178,145508306389,576522,182176144
cec,7,1,16,178,135247736416,557219,126809120
cec,7,1,16,178,148180993784,631720,119643648
cec,7,1,1,13,671945274,191878,91088168
cec,7,1,17,189,164348356441,514316,554446976
cec,7,1,17,189,160671453263,570368,420790672
cec,7,1,17,189,158940105561,544513,229886984
cec,7,1,17,189,173233459626,613263,300512424
cec,7,1,17,189,164359061279,671089,169673688
cec,7,1,17,189,164524931453,637738,129524744
cec,7,1,17,189,173232255356,593218,224986704
cec,7,1,17,189,161142891293,535387,80521808
cec,7,1,17,189,155602950611,567939,235872896
cec,7,1,17,189,158031452003,545701,502281936
cec,7,1,17,189,187352869066,719293,579953560
cec,7,1,17,189,499898172138,4548377,302196472
cec,7,1,17,189,185793320458,973048,93341312
cec,7,1,17,189,180167691285,601437,103629384
cec,7,1,17,189,177043918436,647906,345075080
cec,7,1,17,189,162314542988,638299,269155272
cec,7,1,17,189,169837594486,541135,41415696
cec,7,1,17,189,160191166663,584823,143923064
cec,7,1,17,189,171249419194,640233,106434488
cec,7,1,17,189,167324942505,607943,223834024
cec,7,1,17,189,182878431628,1002160,142688968
cec,7,1,17,189,168337569540,673217,136553872
cec,7,1,17,189,161627306458,548716,51544272
cec,7,1,17,189,171807456855,665415,268298056
cec,7,1,17,189,176657731282,567822,128489664
cec,7,1,17,189,174573648582,744682,127657256
cec,7,1,17,189,161919314439,541255,100936560
cec,7,1,17,189,174136892560,549121,406570024
cec,7,1,17,189,154648695553,536105,55658048
cec,7,1,17,189,168932521149,663988,162612224
cec,7,1,17,189,167215391439,562321,409420280
cec,7,1,17,189,170790029930,565154,74584496
cec,7,1,17,189,173783848335,589825,326615424
cec,7,1,17,189,167423852882,658248,505262616
cec,7,1,17,189,167942484415,779737,321627752
cec,7,1,17,189,165173498375,579956,173248104
cec,7,1,17,189,171195505744,779799,146137256
cec,7,1,17,189,164278652153,599022,260701360
cec,7,1,17,189,166215525092,803987,245458032
cec,7,1,17,189,169881594190,577979,500555392
cec,7,1,17,189,171195017670,648909,338221696
cec,7,1,17,189,156602807842,610654,93857808
cec,7,1,17,189,165531997779,655201,325394880
cec,7,1,17,189,182377088560,583683,190026280
cec,7,1,17,189,172921204841,607087,369228080
cec,7,1,17,189,164373985900,610865,207560792
cec,7,1,17,189,177679675381,949536,297635720
cec,7,1,17,189,202627323358,1427443,307972936
cec,7,1,17,189,193412879299,507091,252958112
cec,7,1,17,189,174077501330,503521,263517912
cec,7,1,1,13,693118511,183189,158126280
cec,7,1,18,200,209960621535,641715,204309216
cec,7,1,18,200,199705389828,693520,599677088
cec,7,1,18,200,194207528998,637831,150312544
cec,7,1,18,200,187612748948,577008,65970472
cec,7,1,18,200,212680856987,658210,361377544
cec,7,1,18,200,200194070053,620748,580091552
cec,7,1,18,200,215739615387,629121,368685136
cec,7,1,18,200,190264462682,575703,149960344
cec,7,1,18,200,188001392467,613106,154563928
cec,7,1,18,200,231402159126,1224875,349250296
cec,7,1,18,200,184880351383,571830,76892808
cec,7,1,18,200,207514680522,680436,233555864
cec,7,1,18,200,203435998531,593515,258613760
cec,7,1,18,200,202633323230,632344,587760392
cec,7,1,18,200,190947032592,575965,583616720
cec,7,1,18,200,199633038486,613427,515232256
cec,7,1,18,200,203833770593,606313,70266248
cec,7,1,18,200,196790158627,661223,247537968
cec,7,1,18,200,198958916561,652946,93046248
cec,7,1,18,200,209031603205,666105,394257880
cec,7,1,18,200,211144886899,664946,394397760
cec,7,1,18,200,193651454661,532637,245493112
cec,7,1,18,200,199104100093,750228,231091912
cec,7,1,18,200,198385193836,622652,384361272
cec,7,1,18,200,188084867193,594737,543805072
cec,7,1,18,200,199726600179,674663,297443600
cec,7,1,18,200,188831809227,578681,224634536
cec,7,1,18,200,194413185170,790262,575090480
cec,7,1,18,200,202401186537,605128,412953040
cec,7,1,18,200,197653224647,713928,171714424
cec,7,1,18,200,218080911752,1358651,338220128
cec,7,1,18,200,202234342767,634297,316777016
cec,7,1,18,200,231613678803,581733,218026200
cec,7,1,18,200,191316500800,595604,494670208
cec,7,1,18,200,189663685073,552532,202013144
cec,7,1,18,200,194591188558,646041,103349424
cec,7,1,18,200,188708044573,636307,571017872
cec,7,1,18,200,215205784438,1208739,329496616
cec,7,1,18,200,210614541673,658944,348443064
cec,7,1,18,200,206114322936,624641,555061056
cec,7,1,18,200,205438588405,654488,537554792
cec,7,1,18,200,196423998662,637207,104046032
cec,7,1,18,200,205495094894,773891,175295536
cec,7,1,18,200,198631529479,800886,313723640
cec,7,1,18,200,192564722828,670857,267074368
cec,7,1,18,200,193388342496,534675,341754616
cec,7,1,18,200,180924625131,553100,149207336
cec,7,1,18,200,181559355130,567057,544361976
cec,7,1,18,200,237882161785,777999,381726336
cec,7,1,18,200,190769791429,550826,152319480
cec,7,1,1,13,682511603,161078,55891240
cec,7,1,19,211,225029536150,621042,337369840
cec,7,1,19,211,219934762608,609578,227203880
cec,7,1,19,211,235129963296,882390,227058456
cec,7,1,19,211,232509481015,715719,326661752
cec,7,1,19,211,231644861326,595435,231028536
cec,7,1,19,211,226243685225,602516,154160728
cec,7,1,19,211,237070668568,655245,625864000
cec,7,1,19,211,216927192923,592919,142960080
cec,7,1,19,211,236201352420,579092,661020904
cec,7,1,19,211,237572884109,847538,375123216
cec,7,1,19,211,233783867599,696706,103821712
cec,7,1,19,211,239002878866,647504,235883752
cec,7,1,19,211,231541623910,647382,236864912
cec,7,1,19,211,229855459414,614516,427270584
cec,7,1,19,211,238316816892,671522,684487896
cec,7,1,19,211,229468914329,844607,146185608
cec,7,1,19,211,232053286654,588131,491839744
cec,7,1,19,211,224014402767,588181,118499648
cec,7,1,19,211,248709257467,574368,592760984
cec,7,1,19,211,234905191426,641955,52398960
cec,7,1,19,211,244787854517,686792,628435904
cec,7,1,19,211,225195153534,609265,704695624
cec,7,1,19,211,226276261540,656454,286637664
cec,7,1,19,211,223822613581,643443,332740216
cec,7,1,19,211,235566542071,686829,248876944
cec,7,1,19,211,264877791445,609849,256477424
cec,7,1,19,211,231409148985,594060,101084192
cec,7,1,19,211,251452892719,937171,319002552
cec,7,1,19,211,238131129787,620982,117186104
cec,7,1,19,211,237297061254,654757,208852112
cec,7,1,19,211,259925753012,655539,110950832
cec,7,1,19,211,242880837008,730491,197110392
cec,7,1,19,211,241472601883,876275,70240992
cec,7,1,19,211,235699026392,636672,60523192
cec,7,1,19,211,227550811424,708661,332626576
cec,7,1,19,211,219184477061,591376,600644168
cec,7,1,19,211,238894867189,621300,157919544
cec,7,1,19,211,238862855120,692459,180164832
cec,7,1,19,211,244419143876,662443,151674312
cec,7,1,19,211,242852402366,594025,146739864
cec,7,1,19,211,228187003048,592888,186099240
cec,7,1,19,211,223952709359,619816,152121712
cec,7,1,19,211,220134072358,593431,339818216
cec,7,1,19,211,243425978730,594801,302870360
cec,7,1,19,211,227036764333,637270,186842848
cec,7,1,19,211,217739700357,582702,226411664
cec,7,1,19,211,238078919061,748561,96616480
cec,7,1,19,211,243721610409,651000,66639408
cec,7,1,19,211,241191015180,784036,101429208
cec,7,1,19,211,216986396125,585949,138072280
cec,7,1,1,13,671631948,164393,123985848
cec,7,1,20,222,286074350155,670830,523469840
cec,7,1,20,222,278572832399,736711,466685000
cec,7,1,20,222,291636533799,1198426,304444240
cec,7,1,20,222,283366822466,682779,323306280
cec,7,1,20,222,291124216304,622757,575413776
cec,7,1,20,222,260437463896,627303,164042216
cec,7,1,20,222,293110294763,734536,474643016
cec,7,1,20,222,282828430241,640452,387274928
cec,7,1,20,222,279978157727,644527,196850792
