engine,agents,sessions,motions,actions,narrative,holdsAt,memory
drools,7,1,40,442,167293555,104686,17058416
drools,7,1,59,651,189614398,119500,17283752
drools,7,1,35,387,135432108,113338,16999504
drools,7,1,72,794,211944557,110498,17465720
drools,7,1,14,156,93712512,156327,16765424
drools,7,1,45,497,130823728,112648,17117400
drools,7,1,38,420,124912632,113468,17034928
drools,7,1,96,1058,255387310,98553,17748560
drools,7,1,16,178,63521654,130580,16791024
drools,7,1,39,431,115101438,104408,17046792
drools,7,1,23,255,71991185,102240,16842984
drools,7,1,3,35,101593344,148910,16697976
drools,7,1,15,167,88800973,118530,16777208
drools,7,1,76,838,219538362,124765,17512912
drools,7,1,67,739,213354769,108820,17390208
drools,7,1,17,189,105096238,128573,16803832
drools,7,1,86,948,245318470,104413,17630712
drools,7,1,27,299,96374277,95283,16890864
drools,7,1,34,376,106312551,96516,16979448
drools,7,1,12,134,74871324,130243,16741576
drools,7,1,78,860,231569975,111761,17536552
drools,7,1,71,783,234421813,125993,17454032
drools,7,1,66,728,182786926,119068,17378480
drools,7,1,19,211,77710158,188006,16823848
drools,7,1,37,409,122278394,116111,17023184
drools,7,1,26,288,91831254,122530,16879184
drools,7,1,58,640,220805150,109063,17272080
drools,7,1,8,90,48199295,120496,16723816
drools,7,1,21,233,68653120,99368,16819320
drools,7,1,49,541,139186233,116393,17166000
drools,7,1,18,200,72314253,140097,16815992
drools,7,1,51,563,168245483,102373,17189552
drools,7,1,43,475,131364482,132095,17093752
drools,7,1,46,508,150990064,95434,17129128
drools,7,1,84,926,221050333,155909,17607312
drools,7,1,24,266,96188818,105493,16854712
drools,7,1,54,596,155960335,102148,17224880
drools,7,1,2,24,33711932,133918,16698632
drools,7,1,25,277,86417731,107265,16867304
drools,7,1,1,13,27853282,132002,16710216
drools,7,1,5,57,50540637,129301,16698000
drools,7,1,100,1102,344987049,113988,17800240
drools,7,1,36,398,170221122,123580,17011128
drools,7,1,20,222,112645854,113768,16807688
drools,7,1,91,1003,320259819,110161,17689656
drools,7,1,53,585,157537799,121301,17213200
drools,7,1,11,123,67036187,130538,16729728
drools,7,1,28,310,84508446,104855,16902728
drools,7,1,65,717,197504177,113991,17358464
drools,7,1,55,607,176288541,108828,17236608
drools,7,1,68,750,179150573,90431,17402032
drools,7,1,99,1091,271817574,109198,17788472
drools,7,1,30,332,109935049,107526,16926184
drools,7,1,50,552,135447479,104221,17177808
drools,7,1,32,354,104428511,117636,16949752
drools,7,1,98,1080,304084636,106223,17776536
drools,7,1,48,530,223565614,98819,17152680
drools,7,1,93,1025,251415321,100348,17713288
drools,7,1,88,970,251308230,105538,17654416
drools,7,1,97,1069,346103245,112473,17765000
drools,7,1,64,706,206819607,91611,17342728
drools,7,1,85,937,222204956,128205,17618992
drools,7,1,22,244,102179940,92353,16831152
drools,7,1,70,772,206443374,95298,17442216
drools,7,1,6,68,40194038,141557,16706088
drools,7,1,63,695,194728978,117973,17330872
drools,7,1,69,761,198003747,104874,17413816
drools,7,1,92,1014,241973111,102641,17701520
drools,7,1,62,684,186915537,100643,17319184
drools,7,1,94,1036,254927682,118885,17724928
drools,7,1,41,453,109820246,150695,17070256
drools,7,1,79,871,227368430,115176,17548280
drools,7,1,31,343,90073882,113790,16937968
drools,7,1,89,981,243027227,113396,17666104
drools,7,1,73,805,279669514,100240,17477544
drools,7,1,75,827,230420932,106144,17501320
drools,7,1,42,464,115237496,102598,17082120
drools,7,1,81,893,290361479,98209,17571984
drools,7,1,56,618,152209945,107460,17248464
drools,7,1,44,486,129381389,109363,17105680
drools,7,1,7,79,88950969,127060,16710944
drools,7,1,77,849,210766709,101478,17524880
drools,7,1,83,915,269308677,95963,17595448
drools,7,1,29,321,80273672,108778,16914512
drools,7,1,61,673,195008777,103693,17307312
drools,7,1,60,662,192561608,98576,17295480
drools,7,1,90,992,237132653,93976,17677968
drools,7,1,33,365,95988507,122511,16967608
drools,7,1,98,1080,282880697,132603,17776784
drools,7,1,22,244,104932350,115133,16831312
drools,7,1,83,915,281400562,116455,17595528
drools,7,1,67,739,168403681,104444,17390208
drools,7,1,95,1047,358686204,111268,17736840
drools,7,1,61,673,206783981,107833,17307304
drools,7,1,92,1014,346119889,91783,17701448
drools,7,1,33,365,90604186,148739,16967736
drools,7,1,100,1102,287835313,107039,17800272
drools,7,1,8,90,67622547,131356,16723744
drools,7,1,13,145,96776085,157767,16753720
drools,7,1,78,860,272969386,134426,17536728
drools,7,1,60,662,166822080,98440,17295704
drools,7,1,86,948,312684792,116838,17630784
drools,7,1,66,728,183973559,97950,17378648
drools,7,1,16,178,57067964,143345,16791040
drools,7,1,32,354,153765568,95540,16949824
drools,7,1,48,530,119279563,110348,17152768
drools,7,1,4,46,54408409,180777,16692072
drools,7,1,49,541,123088125,125788,17166024
drools,7,1,56,618,152533577,94528,17248600
drools,7,1,80,882,226005362,101136,17560200
drools,7,1,70,772,223720224,118976,17442240
drools,7,1,7,79,65686366,147160,16711176
drools,7,1,85,937,281761299,95046,17619016
drools,7,1,45,497,133758328,108851,17117536
drools,7,1,38,420,134852584,104566,17035096
drools,7,1,31,343,112239277,114523,16938048
drools,7,1,84,926,243534827,96988,17607296
drools,7,1,23,255,93901391,109118,16843016
drools,7,1,74,816,294865333,112111,17489408
drools,7,1,96,1058,301133740,129885,17748560
drools,7,1,20,222,68787888,173677,16807776
drools,7,1,73,805,199040172,105431,17477624
drools,7,1,81,893,244655369,92348,17572064
drools,7,1,29,321,102058570,90181,16914584
drools,7,1,69,761,230324231,105976,17413984
drools,7,1,63,695,199850522,108448,17331040
drools,7,1,40,442,208161399,125416,17058400
drools,7,1,76,838,204525154,132587,17512992
drools,7,1,64,706,193520222,100843,17342664
drools,7,1,90,992,276935736,107570,17677944
drools,7,1,97,1069,257047946,104341,17765000
drools,7,1,26,288,105490871,148458,16879168
drools,7,1,11,123,82575247,135653,16729960
drools,7,1,24,266,85893268,99758,16854888
drools,7,1,30,332,107210246,134075,16926280
drools,7,1,52,574,206712299,107370,17201440
drools,7,1,62,684,209478326,112136,17319168
drools,7,1,47,519,192144215,108173,17140984
drools,7,1,21,233,81623991,124458,16819544
drools,7,1,43,475,126587648,98261,17093880
drools,7,1,12,134,50713839,144438,16741520
drools,7,1,99,1091,358052676,80711,17788544
drools,7,1,71,783,256090993,124837,17454024
drools,7,1,14,156,64940984,136288,16765600
drools,7,1,6,68,47447981,146250,16706072
drools,7,1,94,1036,272033742,110683,17725144
drools,7,1,1,13,31411650,141623,16710344
drools,7,1,10,112,69968280,155572,16718368
drools,7,1,58,640,156709234,115580,17272160
drools,7,1,55,607,164592363,106846,17236768
drools,7,1,39,431,111710349,128598,17046736
drools,7,1,59,651,154189368,109481,17283776
drools,7,1,34,376,134909538,95274,16979520
drools,7,1,44,486,108037498,93426,17105664
drools,7,1,89,981,253535984,129758,17666176
drools,7,1,9,101,68105699,121241,16737704
drools,7,1,41,453,152696555,107080,17070424
drools,7,1,27,299,86667484,148302,16891032
drools,7,1,53,585,157261967,115045,17213072
drools,7,1,42,464,118331580,105541,17082112
drools,7,1,87,959,279799114,106788,17642656
drools,7,1,93,1025,301840411,115103,17713288
drools,7,1,82,904,257236423,99798,17583840
drools,7,1,37,409,111818711,116641,17023168
drools,7,1,15,167,84450148,130197,16777224
drools,7,1,54,596,148159218,105945,17224896
drools,7,1,79,871,239482117,137480,17548360
drools,7,1,25,277,109867622,100644,16867280
drools,7,1,2,24,30414307,156905,16698776
drools,7,1,88,970,247177259,114198,17654408
drools,7,1,91,1003,256065508,107586,17689736
drools,7,1,3,35,54763587,119380,16698056
drools,7,1,77,849,188008024,95536,17524864
drools,7,1,46,508,129809353,109356,17129312
drools,7,1,5,57,41818326,174137,16698024
drools,7,1,35,387,98828561,125522,16999584
drools,7,1,51,563,149311846,115793,17189664
drools,7,1,57,629,272516476,96103,17260296
drools,7,1,65,717,250613205,100678,17359024
drools,7,1,28,310,111671946,105721,17405336
drools,7,1,17,189,80367686,112195,17306528
drools,7,1,72,794,210096736,102726,17968424
drools,7,1,50,552,155214295,121560,17680560
drools,7,1,68,750,232688065,105688,17904664
drools,7,1,19,211,82217110,158355,17326592
drools,7,1,18,200,82733805,138030,17318640
drools,7,1,36,398,95241917,91754,17513880
drools,7,1,75,827,214202199,105514,18003928
drools,7,1,58,640,167548334,112435,17774680
drools,7,1,33,365,117492340,117312,17470448
drools,7,1,57,629,199850461,119928,17762848
drools,7,1,72,794,282684087,110330,17968480
drools,7,1,99,1091,345879353,107536,18291192
drools,7,1,5,57,90884346,150955,17200704
drools,7,1,6,68,37825137,120940,17208760
drools,7,1,47,519,134500323,97733,17643608
drools,7,1,89,981,298435109,69186,18168784
drools,7,1,96,1058,266262751,116858,18251176
drools,7,1,85,937,298005805,113140,18121776
drools,7,1,56,618,164655877,130611,17751072
drools,7,1,77,849,242578516,122900,18027472
drools,7,1,29,321,161278898,108116,17417120
drools,7,1,79,871,230339173,112278,18051040
drools,7,1,7,79,61169413,118916,17213880
drools,7,1,74,816,196938076,119293,17992024
drools,7,1,95,1047,264798899,96426,18239544
drools,7,1,3,35,33253496,148940,17200600
drools,7,1,90,992,250736530,115386,18180568
drools,7,1,67,739,310276209,93871,17892896
drools,7,1,34,376,111735895,111626,17482088
drools,7,1,52,574,217350592,119440,17704016
drools,7,1,68,750,223698277,110368,17904816
drools,7,1,36,398,108818295,106430,17513976
drools,7,1,13,145,69264539,123315,17256288
drools,7,1,78,860,209301716,134893,18039352
drools,7,1,44,486,189030549,125845,17608232
drools,7,1,54,596,165702707,95308,17727576
drools,7,1,10,112,50313399,139425,17220880
drools,7,1,27,299,98899060,107028,17393648
drools,7,1,63,695,203442513,125562,17833648
drools,7,1,82,904,210813397,103821,18086368
drools,7,1,25,277,80384963,100389,17370000
drools,7,1,1,13,28544435,132178,17212912
drools,7,1,69,761,200662175,101925,17916600
drools,7,1,21,233,121984625,109193,17322024
drools,7,1,50,552,152569342,99400,17680568
drools,7,1,35,387,108096237,101525,17502112
drools,7,1,65,717,199198328,122097,17861304
drools,7,1,80,882,208272605,108540,18062808
drools,7,1,94,1036,317046305,122106,18227712
drools,7,1,84,926,254890088,102383,18110008
drools,7,1,11,123,53791938,144923,17232424
drools,7,1,64,706,243960659,95930,17845336
drools,7,1,18,200,125576664,125323,17318648
drools,7,1,53,585,154800031,93918,17715888
drools,7,1,97,1069,262694603,118571,18267608
drools,7,1,16,178,64474094,148760,17293808
drools,7,1,30,332,87237147,103255,17428888
drools,7,1,92,1014,259114922,96594,18204152
drools,7,1,73,805,281713660,97276,17980344
drools,7,1,48,530,130307134,114360,17655328
drools,7,1,14,156,59954776,120478,17268128
drools,7,1,28,310,120289329,99118,17405424
drools,7,1,15,167,77757213,126703,17279904
drools,7,1,46,508,162205003,93404,17631928
drools,7,1,9,101,46385698,128046,17240360
drools,7,1,37,409,137743152,106335,17525784
drools,7,1,61,673,234969599,92307,17809944
drools,7,1,88,970,398501102,106613,18157008
drools,7,1,26,288,151244853,127808,17381880
drools,7,1,59,651,171838424,111208,17786544
drools,7,1,93,1025,286770881,101061,18215896
drools,7,1,91,1003,246133815,88893,18192440
drools,7,1,4,46,34977597,122063,17194784
drools,7,1,86,948,253548799,111805,18133504
drools,7,1,43,475,121591696,110610,17596408
drools,7,1,41,453,105525807,89647,17572888
drools,7,1,62,684,152088506,105483,17821784
drools,7,1,98,1080,261249221,103586,18279392
drools,7,1,22,244,93851200,90743,17334008
drools,7,1,40,442,119088786,92126,17561176
drools,7,1,23,255,100780211,93144,17345632
drools,7,1,60,662,168622832,110416,17798144
drools,7,1,100,1102,377473421,126372,18302888
drools,7,1,49,541,157201563,118393,17668704
drools,7,1,87,959,278666840,112263,18145248
drools,7,1,70,772,175738116,99396,17944912
drools,7,1,71,783,206163185,105290,17956784
drools,7,1,2,24,32148389,135585,17201296
drools,7,1,32,354,106409938,137277,17452440
drools,7,1,55,607,199869568,95159,17739296
drools,7,1,38,420,143250807,124630,17537616
drools,7,1,83,915,246979756,103558,18098168
drools,7,1,39,431,103036743,109968,17549496
drools,7,1,51,563,139567245,112123,17692336
drools,7,1,66,728,170751667,114291,17881168
drools,7,1,45,497,129343538,120620,17620056
drools,7,1,75,827,191947372,123633,18003864
drools,7,1,12,134,70198105,125353,17244176
drools,7,1,8,90,45023992,135915,17226360
drools,7,1,42,464,128551006,114173,17584728
drools,7,1,19,211,76775520,153107,19115568
drools,7,1,17,189,94932314,153402,17306016
drools,7,1,76,838,220346931,105973,18015056
drools,7,1,81,893,240457967,115169,18074072
drools,7,1,31,343,128973555,110948,17440160
drools,7,1,24,266,124388355,95836,17356760
drools,7,1,20,222,97952577,109023,17309696
drools,7,1,8,90,44800087,154615,17225760
drools,7,1,59,651,178031669,118311,17785752
drools,7,1,97,1069,272078963,120333,18267008
drools,7,1,45,497,145638937,103621,17619464
drools,7,1,16,178,72933910,145100,17293120
drools,7,1,44,486,148470287,95668,17607720
drools,7,1,75,827,228409466,106953,18003336
drools,7,1,66,728,237522510,112420,17880608
drools,7,1,65,717,177490105,105683,17860696
drools,7,1,32,354,111920689,110488,17451928
drools,7,1,41,453,112909599,112039,17572440
drools,7,1,86,948,259433876,106923,18132856
drools,7,1,36,398,134808031,119428,17513288
drools,7,1,2,24,32637194,143308,17200688
drools,7,1,71,783,187907968,110368,17956040
drools,7,1,29,321,155178427,114221,17416512
drools,7,1,52,574,163881957,106595,17703272
drools,7,1,20,222,70214108,101308,17309792
drools,7,1,95,1047,341899507,98283,18238840
drools,7,1,1,13,41939062,118035,17212256
drools,7,1,73,805,232719248,98856,17979640
drools,7,1,14,156,61696649,193952,17267456
drools,7,1,17,189,77023077,139177,17305872
drools,7,1,100,1102,327122966,116946,18302272
drools,7,1,64,706,211659016,90941,17844728
drools,7,1,63,695,202860344,97981,17833056
drools,7,1,70,772,232076159,92834,17944216
drools,7,1,81,893,211789952,98113,18074080
drools,7,1,50,552,164325964,107293,17679872
drools,7,1,99,1091,301607013,109836,18290656
drools,7,1,38,420,127762927,116963,17536960
drools,7,1,84,926,236224163,125140,18109320
drools,7,1,4,46,58987775,125528,17193944
drools,7,1,9,101,44569760,120358,17239712
drools,7,1,77,849,215786427,97573,18026968
drools,7,1,79,871,232577081,114017,18050432
drools,7,1,60,662,216492050,106968,17797624
drools,7,1,96,1058,304731841,99278,18250568
drools,7,1,22,244,90298145,100078,17333304
drools,7,1,40,442,107739737,111343,17560616
drools,7,1,7,79,43323867,132823,17213280
drools,7,1,85,937,235823972,99433,18121096
drools,7,1,83,915,237234235,95541,18097632
drools,7,1,61,673,214949813,116597,17809496
drools,7,1,10,112,65716542,144820,17220376
drools,7,1,30,332,111049723,106621,17428280
drools,7,1,18,200,64231040,152720,17317992
drools,7,1,15,167,57705616,136490,17279392
drools,7,1,34,376,111225517,125748,17481568
drools,7,1,92,1014,264791877,107908,18203520
drools,7,1,21,233,71840698,118136,17321568
drools,7,1,46,508,183107398,95406,17631328
drools,7,1,87,959,304787006,113736,18144640
drools,7,1,27,299,107261451,101426,17392992
drools,7,1,62,684,190313886,112203,17821272
drools,7,1,26,288,90470950,108068,17381216
drools,7,1,57,629,210623985,112240,17762392
drools,7,1,28,310,93425500,92871,17404744
drools,7,1,39,431,109116284,90161,17548800
drools,7,1,43,475,122552913,115041,17595904
drools,7,1,91,1003,354424169,100213,18191736
drools,7,1,12,134,81710229,146580,17243672
drools,7,1,48,530,185836749,106696,17654720
drools,7,1,58,640,156249956,96366,17774176
drools,7,1,25,277,86631405,105266,17369352
drools,7,1,93,1025,278806310,116388,18215392
drools,7,1,72,794,202227815,110823,17967864
drools,7,1,82,904,234439017,101533,18085760
drools,7,1,54,596,151810041,105155,17726984
drools,7,1,49,541,181486523,103598,17668032
drools,7,1,89,981,276272301,104423,18168288
drools,7,1,98,1080,285008036,106790,18278728
drools,7,1,13,145,60711930,139635,17255736
drools,7,1,37,409,114276604,101576,17525192
drools,7,1,94,1036,267645677,105098,18227160
drools,7,1,5,57,68889219,119958,17200096
drools,7,1,35,387,100391317,106941,17501600
drools,7,1,6,68,69446645,119961,17208144
drools,7,1,88,970,273490712,109441,18156456
drools,7,1,68,750,164696789,111283,17904136
drools,7,1,53,585,145998372,127756,17715240
drools,7,1,11,123,52432053,112371,17231880
drools,7,1,24,266,77092075,120040,17356864
drools,7,1,56,618,200954984,99101,17750536
drools,7,1,80,882,279197192,149497,18062200
drools,7,1,51,563,192872050,109531,17691544
drools,7,1,19,211,104989576,142992,17325904
drools,7,1,3,35,32237946,127117,17200016
drools,7,1,23,255,109196733,103941,17345184
drools,7,1,31,343,97753270,94375,17439968
drools,7,1,90,992,278691238,97411,18180064
drools,7,1,78,860,232933718,100703,18038744
drools,7,1,55,607,140112837,89431,17738760
drools,7,1,69,761,193171310,128467,17915904
drools,7,1,42,464,136810638,98643,17584072
drools,7,1,74,816,228669071,106328,17991320
drools,7,1,33,365,152020308,91224,17469656
drools,7,1,76,838,214696962,118163,18015104
drools,7,1,47,519,125598932,112489,17643000
drools,7,1,67,739,200864158,105298,17892440
drools,7,1,11,123,193757597,342567,15063568
drools,7,1,74,816,862285328,213871,15826288
drools,7,1,95,1047,758702893,221861,16075264
drools,7,1,16,178,171018188,228919,15634920
drools,7,1,78,860,428461975,200771,16396048
drools,7,1,30,332,250275949,170647,15824272
drools,7,1,76,838,410742050,182097,16411336
drools,7,1,79,871,367963962,173153,16448464
drools,7,1,63,695,282126578,180990,16734352
drools,7,1,75,827,307050590,149890,16905280
drools,7,1,15,167,126653726,235190,16184504
drools,7,1,81,893,335808717,159728,16980008
drools,7,1,23,255,165270988,163157,16251256
drools,7,1,32,354,281557108,207808,16358392
drools,7,1,96,1058,661969543,169567,17160712
drools,7,1,56,618,315946616,216496,16660608
drools,7,1,40,442,148113088,149438,16471384
drools,7,1,19,211,189594366,219739,16738992
drools,7,1,3,35,42318476,187230,16613808
drools,7,1,80,882,299178667,163482,17476008
drools,7,1,43,475,169784296,162885,17010776
drools,7,1,57,629,202235433,161940,17177680
drools,7,1,22,244,93839273,172127,16741664
drools,7,1,46,508,180585983,154855,17039808
drools,7,1,55,607,262836006,146812,17147368
drools,7,1,65,717,214702488,198792,17269688
drools,7,1,92,1014,322138369,146187,17612776
drools,7,1,83,915,265081917,166602,17506744
drools,7,1,27,299,155283971,148582,16803712
drools,7,1,6,68,75399442,190506,16619136
drools,7,1,1,13,70767349,213159,16696096
drools,7,1,62,684,295579265,149267,17232480
drools,7,1,49,541,206967709,185991,17079856
drools,7,1,71,783,211496815,146647,17368904
drools,7,1,91,1003,301550881,144988,17604496
drools,7,1,25,277,88042978,150854,16782968
drools,7,1,73,805,276067458,171024,17393056
drools,7,1,29,321,119600420,149685,16829984
drools,7,1,69,761,267637192,175794,17329472
drools,7,1,38,420,113871983,140605,16950496
drools,7,1,50,552,141465941,158129,17093416
drools,7,1,20,222,92241162,154808,16723272
drools,7,1,93,1025,394980916,143650,17629168
drools,7,1,87,959,346720989,150945,18061032
drools,7,1,44,486,169665212,146610,17524504
drools,7,1,9,101,70813514,186901,17156544
drools,7,1,41,453,146664511,201493,17489976
drools,7,1,58,640,170562598,163690,17691688
drools,7,1,64,706,247843716,177887,17762352
drools,7,1,85,937,345958356,160249,18038792
drools,7,1,28,310,133559037,156017,17323120
drools,7,1,26,288,107152302,141743,17299720
drools,7,1,100,1102,311102332,150512,18220808
drools,7,1,59,651,195341248,166112,17704384
drools,7,1,33,365,103929241,188422,17388184
drools,7,1,53,585,161101588,162252,17634104
drools,7,1,8,90,49513130,186322,17144720
drools,7,1,99,1091,297402864,200042,18209416
drools,7,1,82,904,260873808,194592,18004864
drools,7,1,10,112,97142772,213086,17139336
drools,7,1,94,1036,271918100,154977,18146496
drools,7,1,70,772,196012661,150047,17863816
drools,7,1,72,794,250792032,157750,17887928
drools,7,1,60,662,220839623,152272,17717680
drools,7,1,37,409,164863690,103450,17445328
drools,7,1,12,134,83470150,172371,17163728
drools,7,1,17,189,69582184,185884,17226320
drools,7,1,39,431,148500972,141960,17469160
drools,7,1,86,948,288495337,143905,18053168
drools,7,1,4,46,57247601,163699,17114456
drools,7,1,5,57,86324741,186944,17121984
drools,7,1,68,750,285202000,149872,17826112
drools,7,1,14,156,72697762,173690,17190392
drools,7,1,34,376,114946470,154267,17404448
drools,7,1,2,24,36687554,176337,17123576
drools,7,1,90,992,319058011,132710,18102744
drools,7,1,61,673,178588569,154725,17732288
drools,7,1,66,728,291580003,198639,17803544
drools,7,1,36,398,109525476,162544,17436408
drools,7,1,42,464,198182078,171917,17507248
drools,7,1,48,530,209590552,154303,17577824
drools,7,1,13,145,60270529,159437,17178928
drools,7,1,88,970,339980409,199144,18079888
drools,7,1,7,79,54274881,176341,17137048
drools,7,1,35,387,125694969,192887,17425336
drools,7,1,31,343,145891646,152517,17364056
drools,7,1,21,233,102368697,139993,17245464
drools,7,1,51,563,142485192,139193,17615640
drools,7,1,89,981,311911289,148378,18092176
drools,7,1,67,739,222015715,181544,17816152
drools,7,1,77,849,237862522,146508,17951864
drools,7,1,54,596,218289968,131285,17652344
drools,7,1,45,497,121593933,138153,17544968
drools,7,1,18,200,111294299,196579,17243464
drools,7,1,24,266,131720701,147399,17282376
drools,7,1,98,1080,338351418,176227,18204344
drools,7,1,47,519,229359096,149490,17568664
drools,7,1,52,574,198793858,161492,17630752
drools,7,1,84,926,350813230,148908,18036456
drools,7,1,97,1069,371235011,151457,18194680
drools,7,1,60,662,211355256,138355,17725152
drools,7,1,39,431,132661847,164359,17476384
drools,7,1,42,464,190759995,156452,17511704
drools,7,1,15,167,141112926,230848,17206888
drools,7,1,98,1080,321304896,134847,18206376
drools,7,1,31,343,129328923,181842,17367600
drools,7,1,61,673,226392705,167862,17737208
drools,7,1,99,1091,431960117,145289,18218272
drools,7,1,20,222,82289753,197237,17237592
drools,7,1,37,409,208871862,181897,17453216
drools,7,1,83,915,277807137,158347,18025616
drools,7,1,21,233,105224593,150572,17249504
drools,7,1,48,530,140044024,136930,17583080
drools,7,1,94,1036,271072899,134413,18155464
drools,7,1,56,618,234848000,137970,17678872
drools,7,1,71,783,215642435,135223,17884448
drools,7,1,96,1058,332795355,164352,18179136
drools,7,1,36,398,152961691,149177,17442064
drools,7,1,24,266,111029912,118673,17285568
drools,7,1,34,376,135516256,129947,17410512
drools,7,1,22,244,99157562,113291,17262288
drools,7,1,89,981,342070526,122333,18097024
drools,7,1,18,200,70626376,154628,17246936
drools,7,1,27,299,120635947,126348,17321888
drools,7,1,75,827,410280172,158188,17932224
drools,7,1,1,13,38823684,136905,17141248
drools,7,1,76,838,236413753,118255,17944208
drools,7,1,59,651,210221315,112148,17714968
drools,7,1,87,959,319435880,156927,18073736
drools,7,1,3,35,45476287,161224,17129592
drools,7,1,16,178,66983731,144025,17222536
drools,7,1,64,706,228195403,138567,17774344
drools,7,1,4,46,53674838,155702,17123456
drools,7,1,63,695,212364784,119898,17762480
drools,7,1,97,1069,287852309,121118,18196760
drools,7,1,52,574,147807897,113081,17130392
drools,7,1,33,365,127741234,126993,16896824
drools,7,1,12,134,67345715,134337,16670592
drools,7,1,11,123,63690469,138272,16658808
drools,7,1,81,893,232225897,135093,17500952
drools,7,1,46,508,140594419,114653,17058344
drools,7,1,90,992,325499265,126528,17606992
drools,7,1,85,937,326079896,110389,17549416
drools,7,1,95,1047,333284526,116223,17667088
drools,7,1,80,882,323413420,118391,17490928
drools,7,1,5,57,50521560,150962,16632016
drools,7,1,38,420,135933508,117471,16965768
drools,7,1,100,1102,334422478,120866,17731760
drools,7,1,62,684,193872174,115336,17250328
drools,7,1,74,816,276579336,117864,17420624
drools,7,1,78,860,225084755,108445,17467848
drools,7,1,82,904,276992975,109493,17514872
drools,7,1,50,552,146367370,112716,17108976
drools,7,1,67,739,297753855,113945,17321400
drools,7,1,26,288,95267679,115633,16810288
drools,7,1,73,805,261547534,103014,17408696
drools,7,1,54,596,211037116,111315,17156016
drools,7,1,88,970,280049578,101463,17585544
drools,7,1,30,332,138198059,95443,16857680
drools,7,1,51,563,150543095,110268,17120680
drools,7,1,77,849,236952623,113941,17455912
drools,7,1,14,156,97572179,129901,16696648
drools,7,1,32,354,119337369,121027,16880824
drools,7,1,69,761,285880703,101778,17344936
drools,7,1,58,640,193042769,94225,17203056
drools,7,1,93,1025,324116386,121716,17644424
drools,7,1,17,189,86611467,140245,16734968
drools,7,1,65,717,186429622,111818,17289640
drools,7,1,49,541,145386787,97591,17097448
drools,7,1,66,728,170342882,100206,17309776
drools,7,1,9,101,55055280,148358,16668888
drools,7,1,25,277,87645381,99225,16798608
drools,7,1,10,112,77646044,124016,16649560
drools,7,1,47,519,128389387,115796,17072232
drools,7,1,57,629,180282935,111228,17191568
drools,7,1,8,90,53454900,152839,16655080
drools,7,1,53,585,225865359,118533,17144792
drools,7,1,2,24,49468357,142178,17132656
drools,7,1,70,772,206535066,119306,17876400
drools,7,1,35,387,151242633,115660,17433552
drools,7,1,91,1003,313075643,112385,18123824
drools,7,1,55,607,159536194,113266,17670792
drools,7,1,13,145,79739798,146865,17187888
drools,7,1,84,926,231804549,136088,18041448
drools,7,1,72,794,199449082,97145,17899872
drools,7,1,23,255,117854571,132048,17277072
drools,7,1,29,321,115716499,116465,17348568
drools,7,1,41,453,134434717,115063,17504440
drools,7,1,86,948,264048780,115045,18065800
drools,7,1,43,475,137262589,107647,17528856
drools,7,1,6,68,82619313,136627,17141096
drools,7,1,92,1014,316295525,112810,18136552
drools,7,1,45,497,125383172,163582,17552640
drools,7,1,79,871,236755988,119342,17983736
drools,7,1,28,310,104727828,112086,17338080
drools,7,1,40,442,137595332,98563,17493880
drools,7,1,44,486,134507191,119910,17540936
drools,7,1,19,211,68729583,173366,17259304
drools,7,1,68,750,222751380,143625,17838000
drools,7,1,7,79,49624856,135400,17147056
drools,7,1,65,717,234051417,113633,17794376
drools,7,1,25,277,106912509,109191,17303224
drools,7,1,20,222,94547047,133450,17244720
drools,7,1,81,893,294645693,138592,18008960
drools,7,1,5,57,42560636,157270,17135136
drools,7,1,29,321,101644474,109451,17351640
drools,7,1,6,68,50384378,121975,17143192
drools,7,1,82,904,247062313,107393,18020792
drools,7,1,37,409,178739708,107068,17460216
drools,7,1,53,585,146681408,111040,17650232
drools,7,1,57,629,167058795,105119,17697280
drools,7,1,91,1003,297781944,114965,18126784
drools,7,1,64,706,232760331,112490,17779808
drools,7,1,48,530,152632200,116005,17589816
drools,7,1,96,1058,339128027,121273,18185648
drools,7,1,95,1047,378668472,95911,18174336
drools,7,1,88,970,423991540,113144,18091912
drools,7,1,67,739,231266355,105601,17827752
drools,7,1,39,431,105810506,113122,17484936
drools,7,1,1,13,43348846,132508,17148536
drools,7,1,21,233,104971278,106248,17257616
drools,7,1,77,849,298335661,111530,17962976
drools,7,1,24,266,87555919,107596,17293008
drools,7,1,28,310,129726115,137232,17340840
drools,7,1,89,981,425647477,155462,18104336
drools,7,1,62,684,195451563,112678,17757800
drools,7,1,79,871,287427193,102858,17986992
drools,7,1,31,343,92932479,98086,17376768
drools,7,1,36,398,109615106,112426,17449832
drools,7,1,9,101,60622168,129160,17176328
drools,7,1,47,519,133279344,129803,17579632
drools,7,1,85,937,241523936,124191,18057704
drools,7,1,98,1080,291789345,121880,18215488
drools,7,1,63,695,194886573,113553,17769480
drools,7,1,45,497,229486287,118508,17556168
drools,7,1,17,189,84791700,125560,17242488
drools,7,1,34,376,136365527,116375,17418152
drools,7,1,74,816,219975606,102080,17928136
drools,7,1,59,651,163706490,102098,17722464
drools,7,1,11,123,84493803,153188,17168504
drools,7,1,55,607,165329116,111413,17675368
drools,7,1,87,959,300133844,109523,18081216
drools,7,1,71,783,247010010,113826,17892752
drools,7,1,60,662,212092837,116963,17734344
